"","Truck_Name","Truck_Role","Tyre","Tyre_Type","Tyre_Coefficient"
"859","Western Star 6900 TwinSteer","Heavy","HMD I","Asphalt",3
"860","Western Star 6900 TwinSteer","Heavy","HMD I","Dirt",1
"861","Western Star 6900 TwinSteer","Heavy","HMD I","Mud",0.4
"862","Western Star 6900 TwinSteer","Heavy","HMD II","Asphalt",3
"863","Western Star 6900 TwinSteer","Heavy","HMD II","Dirt",1.2
"864","Western Star 6900 TwinSteer","Heavy","HMD II","Mud",0.2
"865","Western Star 6900 TwinSteer","Heavy","HMD III","Asphalt",3.2
"866","Western Star 6900 TwinSteer","Heavy","HMD III","Dirt",1
"867","Western Star 6900 TwinSteer","Heavy","HMD III","Mud",0.2
"868","Western Star 6900 TwinSteer","Heavy","ATMD I","Asphalt",1.9
"869","Western Star 6900 TwinSteer","Heavy","ATMD I","Dirt",1.5
"870","Western Star 6900 TwinSteer","Heavy","ATMD I","Mud",1
"871","Western Star 6900 TwinSteer","Heavy","ATMD II","Asphalt",1.5
"872","Western Star 6900 TwinSteer","Heavy","ATMD II","Dirt",1.5
"873","Western Star 6900 TwinSteer","Heavy","ATMD II","Mud",1.2
"874","Western Star 6900 TwinSteer","Heavy","ATMD III","Asphalt",1.5
"875","Western Star 6900 TwinSteer","Heavy","ATMD III","Dirt",1.7
"876","Western Star 6900 TwinSteer","Heavy","ATMD III","Mud",1
"877","Western Star 6900 TwinSteer","Heavy","ATHS I","Asphalt",1.5
"878","Western Star 6900 TwinSteer","Heavy","ATHS I","Dirt",1.5
"879","Western Star 6900 TwinSteer","Heavy","ATHS I","Mud",1.2
"880","Western Star 6900 TwinSteer","Heavy","OHD I","Asphalt",0.8
"881","Western Star 6900 TwinSteer","Heavy","OHD I","Dirt",3
"882","Western Star 6900 TwinSteer","Heavy","OHD I","Mud",1.9
"883","Western Star 6900 TwinSteer","Heavy","OHD II","Asphalt",0.8
"884","Western Star 6900 TwinSteer","Heavy","OHD II","Dirt",3.2
"885","Western Star 6900 TwinSteer","Heavy","OHD II","Mud",1.5
"886","Western Star 6900 TwinSteer","Heavy","OHD III","Asphalt",1
"887","Western Star 6900 TwinSteer","Heavy","OHD III","Dirt",3
"888","Western Star 6900 TwinSteer","Heavy","OHD III","Mud",1.5
"889","Western Star 6900 TwinSteer","Heavy","OHD II Chains","Asphalt",1.2
"890","Western Star 6900 TwinSteer","Heavy","OHD II Chains","Dirt",3
"891","Western Star 6900 TwinSteer","Heavy","OHD II Chains","Mud",1.3
"892","Western Star 6900 TwinSteer","Heavy","OHS I","Asphalt",1
"893","Western Star 6900 TwinSteer","Heavy","OHS I","Dirt",3
"894","Western Star 6900 TwinSteer","Heavy","OHS I","Mud",1.5
"895","Western Star 6900 TwinSteer","Heavy","OHS II","Asphalt",0.8
"896","Western Star 6900 TwinSteer","Heavy","OHS II","Dirt",3
"897","Western Star 6900 TwinSteer","Heavy","OHS II","Mud",1.8
"898","Western Star 6900 TwinSteer","Heavy","MHS I","Asphalt",0.5
"899","Western Star 6900 TwinSteer","Heavy","MHS I","Dirt",2
"900","Western Star 6900 TwinSteer","Heavy","MHS I","Mud",2
"901","Western Star 6900 TwinSteer","Heavy","MHS I Chains","Asphalt",1.2
"902","Western Star 6900 TwinSteer","Heavy","MHS I Chains","Dirt",3
"903","Western Star 6900 TwinSteer","Heavy","MHS I Chains","Mud",1.3
"904","Western Star 6900 TwinSteer","Heavy","DMHS I","Asphalt",0.5
"905","Western Star 6900 TwinSteer","Heavy","DMHS I","Dirt",2
"906","Western Star 6900 TwinSteer","Heavy","DMHS I","Mud",2
"907","Western Star 6900 TwinSteer","Heavy","DMHS II","Asphalt",0.5
"908","Western Star 6900 TwinSteer","Heavy","DMHS II","Dirt",2
"909","Western Star 6900 TwinSteer","Heavy","DMHS II","Mud",2
"910","Western Star 6900 TwinSteer","Heavy","DMHS III","Asphalt",0.5
"911","Western Star 6900 TwinSteer","Heavy","DMHS III","Dirt",2
"912","Western Star 6900 TwinSteer","Heavy","DMHS III","Mud",2
"913","ZiKZ 605R","Heavy","ZHM","Asphalt",0.5
"914","ZiKZ 605R","Heavy","ZHM","Dirt",1.7
"915","ZiKZ 605R","Heavy","ZHM","Mud",3
"916","ANK MK38","Offroad","UHD I","Asphalt",3
"917","ANK MK38","Offroad","UHD I","Dirt",1
"918","ANK MK38","Offroad","UHD I","Mud",0.4
"919","ANK MK38","Offroad","UHD II","Asphalt",3
"920","ANK MK38","Offroad","UHD II","Dirt",1.2
"921","ANK MK38","Offroad","UHD II","Mud",0.2
"922","ANK MK38","Offroad","UHD III","Asphalt",3.2
"923","ANK MK38","Offroad","UHD III","Dirt",1
"924","ANK MK38","Offroad","UHD III","Mud",0.2
"925","ANK MK38","Offroad","UAD I","Asphalt",1.9
"926","ANK MK38","Offroad","UAD I","Dirt",1.5
"927","ANK MK38","Offroad","UAD I","Mud",1
"928","ANK MK38","Offroad","UAD II","Asphalt",1.5
"929","ANK MK38","Offroad","UAD II","Dirt",1.5
"930","ANK MK38","Offroad","UAD II","Mud",1.2
"931","ANK MK38","Offroad","UAD III","Asphalt",1.5
"932","ANK MK38","Offroad","UAD III","Dirt",1.7
"933","ANK MK38","Offroad","UAD III","Mud",1
"934","ANK MK38","Offroad","UAD III Chains","Asphalt",1.2
"935","ANK MK38","Offroad","UAD III Chains","Dirt",3
"936","ANK MK38","Offroad","UAD III Chains","Mud",1.3
"937","ANK MK38","Offroad","ANKO I","Asphalt",0.5
"938","ANK MK38","Offroad","ANKO I","Dirt",3
"939","ANK MK38","Offroad","ANKO I","Mud",1.7
"940","ANK MK38","Offroad","UOD I","Asphalt",1
"941","ANK MK38","Offroad","UOD I","Dirt",3
"942","ANK MK38","Offroad","UOD I","Mud",1.5
"943","ANK MK38","Offroad","UOD II","Asphalt",0.8
"944","ANK MK38","Offroad","UOD II","Dirt",3
"945","ANK MK38","Offroad","UOD II","Mud",1.9
"946","ANK MK38","Offroad","UOD III","Asphalt",0.8
"947","ANK MK38","Offroad","UOD III","Dirt",3.2
"948","ANK MK38","Offroad","UOD III","Mud",1.5
"949","ANK MK38","Offroad","AMHS I","Asphalt",0.5
"950","ANK MK38","Offroad","AMHS I","Dirt",2
"951","ANK MK38","Offroad","AMHS I","Mud",2.4
"952","ANK MK38 CIVILIAN","Offroad","UHD I","Asphalt",3
"953","ANK MK38 CIVILIAN","Offroad","UHD I","Dirt",1
"954","ANK MK38 CIVILIAN","Offroad","UHD I","Mud",0.4
"955","ANK MK38 CIVILIAN","Offroad","UHD II","Asphalt",3
"956","ANK MK38 CIVILIAN","Offroad","UHD II","Dirt",1.2
"957","ANK MK38 CIVILIAN","Offroad","UHD II","Mud",0.2
"958","ANK MK38 CIVILIAN","Offroad","UHD III","Asphalt",3.2
"959","ANK MK38 CIVILIAN","Offroad","UHD III","Dirt",1
"960","ANK MK38 CIVILIAN","Offroad","UHD III","Mud",0.2
"961","ANK MK38 CIVILIAN","Offroad","UAD I","Asphalt",1.9
"962","ANK MK38 CIVILIAN","Offroad","UAD I","Dirt",1.5
"963","ANK MK38 CIVILIAN","Offroad","UAD I","Mud",1
"964","ANK MK38 CIVILIAN","Offroad","UAD II","Asphalt",1.5
"965","ANK MK38 CIVILIAN","Offroad","UAD II","Dirt",1.5
"966","ANK MK38 CIVILIAN","Offroad","UAD II","Mud",1.2
"967","ANK MK38 CIVILIAN","Offroad","UAD III","Asphalt",1.5
"968","ANK MK38 CIVILIAN","Offroad","UAD III","Dirt",1.7
"969","ANK MK38 CIVILIAN","Offroad","UAD III","Mud",1
"970","ANK MK38 CIVILIAN","Offroad","UAD III Chains","Asphalt",1.2
"971","ANK MK38 CIVILIAN","Offroad","UAD III Chains","Dirt",3
"972","ANK MK38 CIVILIAN","Offroad","UAD III Chains","Mud",1.3
"973","ANK MK38 CIVILIAN","Offroad","ANKO I","Asphalt",0.5
"974","ANK MK38 CIVILIAN","Offroad","ANKO I","Dirt",3
"975","ANK MK38 CIVILIAN","Offroad","ANKO I","Mud",1.7
"976","ANK MK38 CIVILIAN","Offroad","UOD I","Asphalt",1
"977","ANK MK38 CIVILIAN","Offroad","UOD I","Dirt",3
"978","ANK MK38 CIVILIAN","Offroad","UOD I","Mud",1.5
"979","ANK MK38 CIVILIAN","Offroad","UOD II","Asphalt",0.8
"980","ANK MK38 CIVILIAN","Offroad","UOD II","Dirt",3
"981","ANK MK38 CIVILIAN","Offroad","UOD II","Mud",1.9
"982","ANK MK38 CIVILIAN","Offroad","UOD III","Asphalt",0.8
"983","ANK MK38 CIVILIAN","Offroad","UOD III","Dirt",3.2
"984","ANK MK38 CIVILIAN","Offroad","UOD III","Mud",1.5
"985","ANK MK38 CIVILIAN","Offroad","AMHS I","Asphalt",0.5
"986","ANK MK38 CIVILIAN","Offroad","AMHS I","Dirt",2
"987","ANK MK38 CIVILIAN","Offroad","AMHS I","Mud",2.4
"988","Azov 43-191 ""Sprinter""","Offroad","ATHS I","Asphalt",1.5
"989","Azov 43-191 ""Sprinter""","Offroad","ATHS I","Dirt",1.5
"990","Azov 43-191 ""Sprinter""","Offroad","ATHS I","Mud",1.2
"991","Azov 43-191 ""Sprinter""","Offroad","SPO I","Asphalt",1.5
"992","Azov 43-191 ""Sprinter""","Offroad","SPO I","Dirt",1.5
"993","Azov 43-191 ""Sprinter""","Offroad","SPO I","Mud",2
"994","Azov 43-191 ""Sprinter""","Offroad","OHS I","Asphalt",1
"995","Azov 43-191 ""Sprinter""","Offroad","OHS I","Dirt",3
"996","Azov 43-191 ""Sprinter""","Offroad","OHS I","Mud",1.5
"997","Azov 43-191 ""Sprinter""","Offroad","OHS II","Asphalt",0.8
"998","Azov 43-191 ""Sprinter""","Offroad","OHS II","Dirt",3
"999","Azov 43-191 ""Sprinter""","Offroad","OHS II","Mud",1.8
"1000","Azov 43-191 ""Sprinter""","Offroad","MHS I","Asphalt",0.5
"1001","Azov 43-191 ""Sprinter""","Offroad","MHS I","Dirt",2
"1002","Azov 43-191 ""Sprinter""","Offroad","MHS I","Mud",2
"1003","Azov 43-191 ""Sprinter""","Offroad","MHS I Chains","Asphalt",1.2
"1004","Azov 43-191 ""Sprinter""","Offroad","MHS I Chains","Dirt",3
"1005","Azov 43-191 ""Sprinter""","Offroad","MHS I Chains","Mud",1.3
"1006","Azov 43-191 ""Sprinter""","Offroad","DMHS I","Asphalt",0.5
"1007","Azov 43-191 ""Sprinter""","Offroad","DMHS I","Dirt",2
"1008","Azov 43-191 ""Sprinter""","Offroad","DMHS I","Mud",2
"1009","Azov 43-191 ""Sprinter""","Offroad","DMHS II","Asphalt",0.5
"1010","Azov 43-191 ""Sprinter""","Offroad","DMHS II","Dirt",2
"1011","Azov 43-191 ""Sprinter""","Offroad","DMHS II","Mud",2
"1012","Azov 43-191 ""Sprinter""","Offroad","DMHS III","Asphalt",0.5
"1013","Azov 43-191 ""Sprinter""","Offroad","DMHS III","Dirt",2
"1014","Azov 43-191 ""Sprinter""","Offroad","DMHS III","Mud",2
"1015","Azov 5319","Offroad","ATHS I","Asphalt",1.5
"1016","Azov 5319","Offroad","ATHS I","Dirt",1.5
"1017","Azov 5319","Offroad","ATHS I","Mud",1.2
"1018","Azov 5319","Offroad","OHS I","Asphalt",1
"1019","Azov 5319","Offroad","OHS I","Dirt",3
"1020","Azov 5319","Offroad","OHS I","Mud",1.5
"1021","Azov 5319","Offroad","OHS II","Asphalt",0.8
"1022","Azov 5319","Offroad","OHS II","Dirt",3
"1023","Azov 5319","Offroad","OHS II","Mud",1.8
"1024","Azov 5319","Offroad","MHS I","Asphalt",0.5
"1025","Azov 5319","Offroad","MHS I","Dirt",2
"1026","Azov 5319","Offroad","MHS I","Mud",2
"1027","Azov 5319","Offroad","MHS I Chains","Asphalt",1.2
"1028","Azov 5319","Offroad","MHS I Chains","Dirt",3
"1029","Azov 5319","Offroad","MHS I Chains","Mud",1.3
"1030","Azov 5319","Offroad","DMHS I","Asphalt",0.5
"1031","Azov 5319","Offroad","DMHS I","Dirt",2
"1032","Azov 5319","Offroad","DMHS I","Mud",2
"1033","Azov 5319","Offroad","DMHS II","Asphalt",0.5
"1034","Azov 5319","Offroad","DMHS II","Dirt",2
"1035","Azov 5319","Offroad","DMHS II","Mud",2
"1036","Azov 5319","Offroad","DMHS III","Asphalt",0.5
"1037","Azov 5319","Offroad","DMHS III","Dirt",2
"1038","Azov 5319","Offroad","DMHS III","Mud",2
"1039","Azov 64131","Offroad","ATHS I","Asphalt",1.5
"1040","Azov 64131","Offroad","ATHS I","Dirt",1.5
"1041","Azov 64131","Offroad","ATHS I","Mud",1.2
"1042","Azov 64131","Offroad","OHS I","Asphalt",1
"1043","Azov 64131","Offroad","OHS I","Dirt",3
"1044","Azov 64131","Offroad","OHS I","Mud",1.5
"1045","Azov 64131","Offroad","OHS II","Asphalt",0.8
"1046","Azov 64131","Offroad","OHS II","Dirt",3
"1047","Azov 64131","Offroad","OHS II","Mud",1.8
"1048","Azov 64131","Offroad","MHS I","Asphalt",0.5
"1049","Azov 64131","Offroad","MHS I","Dirt",2
"1050","Azov 64131","Offroad","MHS I","Mud",2
"1051","Azov 64131","Offroad","MHS I Chains","Asphalt",1.2
"1052","Azov 64131","Offroad","MHS I Chains","Dirt",3
"1053","Azov 64131","Offroad","MHS I Chains","Mud",1.3
"1054","Azov 64131","Offroad","DMHS I","Asphalt",0.5
"1055","Azov 64131","Offroad","DMHS I","Dirt",2
"1056","Azov 64131","Offroad","DMHS I","Mud",2
"1057","Azov 64131","Offroad","DMHS II","Asphalt",0.5
"1058","Azov 64131","Offroad","DMHS II","Dirt",2
"1059","Azov 64131","Offroad","DMHS II","Mud",2
"1060","Azov 64131","Offroad","DMHS III","Asphalt",0.5
"1061","Azov 64131","Offroad","DMHS III","Dirt",2
"1062","Azov 64131","Offroad","DMHS III","Mud",2
"1063","Freightliner 114SD","Offroad","UHD I","Asphalt",3
"1064","Freightliner 114SD","Offroad","UHD I","Dirt",1
"1065","Freightliner 114SD","Offroad","UHD I","Mud",0.4
"1066","Freightliner 114SD","Offroad","UHD II","Asphalt",3
"1067","Freightliner 114SD","Offroad","UHD II","Dirt",1.2
"1068","Freightliner 114SD","Offroad","UHD II","Mud",0.2
"1069","Freightliner 114SD","Offroad","UHD III","Asphalt",3.2
"1070","Freightliner 114SD","Offroad","UHD III","Dirt",1
"1071","Freightliner 114SD","Offroad","UHD III","Mud",0.2
"1072","Freightliner 114SD","Offroad","UAD I","Asphalt",1.9
"1073","Freightliner 114SD","Offroad","UAD I","Dirt",1.5
"1074","Freightliner 114SD","Offroad","UAD I","Mud",1
"1075","Freightliner 114SD","Offroad","UAD II","Asphalt",1.5
"1076","Freightliner 114SD","Offroad","UAD II","Dirt",1.5
"1077","Freightliner 114SD","Offroad","UAD II","Mud",1.2
"1078","Freightliner 114SD","Offroad","UAD III","Asphalt",1.5
"1079","Freightliner 114SD","Offroad","UAD III","Dirt",1.7
"1080","Freightliner 114SD","Offroad","UAD III","Mud",1
"1081","Freightliner 114SD","Offroad","UAD III Chains","Asphalt",1.2
"1082","Freightliner 114SD","Offroad","UAD III Chains","Dirt",3
"1083","Freightliner 114SD","Offroad","UAD III Chains","Mud",1.3
"1084","Freightliner 114SD","Offroad","UOD I","Asphalt",1
"1085","Freightliner 114SD","Offroad","UOD I","Dirt",3
"1086","Freightliner 114SD","Offroad","UOD I","Mud",1.5
"1087","Freightliner 114SD","Offroad","UOD II","Asphalt",0.8
"1088","Freightliner 114SD","Offroad","UOD II","Dirt",3
"1089","Freightliner 114SD","Offroad","UOD II","Mud",1.9
"1090","Freightliner 114SD","Offroad","UOD III","Asphalt",0.8
"1091","Freightliner 114SD","Offroad","UOD III","Dirt",3.2
"1092","Freightliner 114SD","Offroad","UOD III","Mud",1.5
"1093","Freightliner M916A1","Offroad","UHD I","Asphalt",3
"1094","Freightliner M916A1","Offroad","UHD I","Dirt",1
"1095","Freightliner M916A1","Offroad","UHD I","Mud",0.4
"1096","Freightliner M916A1","Offroad","UHD II","Asphalt",3
"1097","Freightliner M916A1","Offroad","UHD II","Dirt",1.2
"1098","Freightliner M916A1","Offroad","UHD II","Mud",0.2
"1099","Freightliner M916A1","Offroad","UHD III","Asphalt",3.2
"1100","Freightliner M916A1","Offroad","UHD III","Dirt",1
"1101","Freightliner M916A1","Offroad","UHD III","Mud",0.2
"1102","Freightliner M916A1","Offroad","UAD I","Asphalt",1.9
"1103","Freightliner M916A1","Offroad","UAD I","Dirt",1.5
"1104","Freightliner M916A1","Offroad","UAD I","Mud",1
"1105","Freightliner M916A1","Offroad","UAD II","Asphalt",1.5
"1106","Freightliner M916A1","Offroad","UAD II","Dirt",1.5
"1107","Freightliner M916A1","Offroad","UAD II","Mud",1.2
"1108","Freightliner M916A1","Offroad","UAD III","Asphalt",1.5
"1109","Freightliner M916A1","Offroad","UAD III","Dirt",1.7
"1110","Freightliner M916A1","Offroad","UAD III","Mud",1
"1111","Freightliner M916A1","Offroad","UAD III Chains","Asphalt",1.2
"1112","Freightliner M916A1","Offroad","UAD III Chains","Dirt",3
"1113","Freightliner M916A1","Offroad","UAD III Chains","Mud",1.3
"1114","Freightliner M916A1","Offroad","UOD I","Asphalt",1
"1115","Freightliner M916A1","Offroad","UOD I","Dirt",3
"1116","Freightliner M916A1","Offroad","UOD I","Mud",1.5
"1117","Freightliner M916A1","Offroad","UOD II","Asphalt",0.8
"1118","Freightliner M916A1","Offroad","UOD II","Dirt",3
"1119","Freightliner M916A1","Offroad","UOD II","Mud",1.9
"1120","Freightliner M916A1","Offroad","UOD III","Asphalt",0.8
"1121","Freightliner M916A1","Offroad","UOD III","Dirt",3.2
"1122","Freightliner M916A1","Offroad","UOD III","Mud",1.5
"1123","International Paystar 5070","Offroad","HMD I","Asphalt",3
"1124","International Paystar 5070","Offroad","HMD I","Dirt",1
"1125","International Paystar 5070","Offroad","HMD I","Mud",0.4
"1126","International Paystar 5070","Offroad","HMD II","Asphalt",3
"1127","International Paystar 5070","Offroad","HMD II","Dirt",1.2
"1128","International Paystar 5070","Offroad","HMD II","Mud",0.2
"1129","International Paystar 5070","Offroad","HMD III","Asphalt",3.2
"1130","International Paystar 5070","Offroad","HMD III","Dirt",1
"1131","International Paystar 5070","Offroad","HMD III","Mud",0.2
"1132","International Paystar 5070","Offroad","ATMD I","Asphalt",1.9
"1133","International Paystar 5070","Offroad","ATMD I","Dirt",1.5
"1134","International Paystar 5070","Offroad","ATMD I","Mud",1
"1135","International Paystar 5070","Offroad","ATMD II","Asphalt",1.5
"1136","International Paystar 5070","Offroad","ATMD II","Dirt",1.5
"1137","International Paystar 5070","Offroad","ATMD II","Mud",1.2
"1138","International Paystar 5070","Offroad","ATMD III","Asphalt",1.5
"1139","International Paystar 5070","Offroad","ATMD III","Dirt",1.7
"1140","International Paystar 5070","Offroad","ATMD III","Mud",1
"1141","International Paystar 5070","Offroad","ATHS I","Asphalt",1.5
"1142","International Paystar 5070","Offroad","ATHS I","Dirt",1.5
"1143","International Paystar 5070","Offroad","ATHS I","Mud",1.2
"1144","International Paystar 5070","Offroad","OHD I","Asphalt",0.8
"1145","International Paystar 5070","Offroad","OHD I","Dirt",3
"1146","International Paystar 5070","Offroad","OHD I","Mud",1.9
"1147","International Paystar 5070","Offroad","OHD II","Asphalt",0.8
"1148","International Paystar 5070","Offroad","OHD II","Dirt",3.2
"1149","International Paystar 5070","Offroad","OHD II","Mud",1.5
"1150","International Paystar 5070","Offroad","OHD III","Asphalt",1
"1151","International Paystar 5070","Offroad","OHD III","Dirt",3
"1152","International Paystar 5070","Offroad","OHD III","Mud",1.5
"1153","International Paystar 5070","Offroad","OHD II Chains","Asphalt",1.2
"1154","International Paystar 5070","Offroad","OHD II Chains","Dirt",3
"1155","International Paystar 5070","Offroad","OHD II Chains","Mud",1.3
"1156","International Paystar 5070","Offroad","OHS I","Asphalt",1
"1157","International Paystar 5070","Offroad","OHS I","Dirt",3
"1158","International Paystar 5070","Offroad","OHS I","Mud",1.5
"1159","International Paystar 5070","Offroad","OHS II","Asphalt",0.8
"1160","International Paystar 5070","Offroad","OHS II","Dirt",3
"1161","International Paystar 5070","Offroad","OHS II","Mud",1.8
"1162","International Paystar 5070","Offroad","MHS I","Asphalt",0.5
"1163","International Paystar 5070","Offroad","MHS I","Dirt",2
"1164","International Paystar 5070","Offroad","MHS I","Mud",2
"1165","International Paystar 5070","Offroad","MHS I Chains","Asphalt",1.2
"1166","International Paystar 5070","Offroad","MHS I Chains","Dirt",3
"1167","International Paystar 5070","Offroad","MHS I Chains","Mud",1.3
"1168","International Paystar 5070","Offroad","DMHS I","Asphalt",0.5
"1169","International Paystar 5070","Offroad","DMHS I","Dirt",2
"1170","International Paystar 5070","Offroad","DMHS I","Mud",2
"1171","International Paystar 5070","Offroad","DMHS II","Asphalt",0.5
"1172","International Paystar 5070","Offroad","DMHS II","Dirt",2
"1173","International Paystar 5070","Offroad","DMHS II","Mud",2
"1174","International Paystar 5070","Offroad","DMHS III","Asphalt",0.5
"1175","International Paystar 5070","Offroad","DMHS III","Dirt",2
"1176","International Paystar 5070","Offroad","DMHS III","Mud",2
"1177","KRS 58 ""Bandit""","Offroad","UHD I","Asphalt",3
"1178","KRS 58 ""Bandit""","Offroad","UHD I","Dirt",1
"1179","KRS 58 ""Bandit""","Offroad","UHD I","Mud",0.4
"1180","KRS 58 ""Bandit""","Offroad","UHD II","Asphalt",3
"1181","KRS 58 ""Bandit""","Offroad","UHD II","Dirt",1.2
"1182","KRS 58 ""Bandit""","Offroad","UHD II","Mud",0.2
"1183","KRS 58 ""Bandit""","Offroad","UHD III","Asphalt",3.2
"1184","KRS 58 ""Bandit""","Offroad","UHD III","Dirt",1
"1185","KRS 58 ""Bandit""","Offroad","UHD III","Mud",0.2
"1186","KRS 58 ""Bandit""","Offroad","UAD I","Asphalt",1.9
"1187","KRS 58 ""Bandit""","Offroad","UAD I","Dirt",1.5
"1188","KRS 58 ""Bandit""","Offroad","UAD I","Mud",1
"1189","KRS 58 ""Bandit""","Offroad","UAD II","Asphalt",1.5
"1190","KRS 58 ""Bandit""","Offroad","UAD II","Dirt",1.5
"1191","KRS 58 ""Bandit""","Offroad","UAD II","Mud",1.2
"1192","KRS 58 ""Bandit""","Offroad","UAD III","Asphalt",1.5
"1193","KRS 58 ""Bandit""","Offroad","UAD III","Dirt",1.7
"1194","KRS 58 ""Bandit""","Offroad","UAD III","Mud",1
"1195","KRS 58 ""Bandit""","Offroad","UAD III Chains","Asphalt",1.2
"1196","KRS 58 ""Bandit""","Offroad","UAD III Chains","Dirt",3
"1197","KRS 58 ""Bandit""","Offroad","UAD III Chains","Mud",1.3
"1198","KRS 58 ""Bandit""","Offroad","OHD I","Asphalt",0.8
"1199","KRS 58 ""Bandit""","Offroad","OHD I","Dirt",3
"1200","KRS 58 ""Bandit""","Offroad","OHD I","Mud",1.9
"1201","KRS 58 ""Bandit""","Offroad","OHD II","Asphalt",0.8
"1202","KRS 58 ""Bandit""","Offroad","OHD II","Dirt",3.2
"1203","KRS 58 ""Bandit""","Offroad","OHD II","Mud",1.5
"1204","KRS 58 ""Bandit""","Offroad","OHD III","Asphalt",1
"1205","KRS 58 ""Bandit""","Offroad","OHD III","Dirt",3
"1206","KRS 58 ""Bandit""","Offroad","OHD III","Mud",1.5
"1207","KRS 58 ""Bandit""","Offroad","AMHS I","Asphalt",0.5
"1208","KRS 58 ""Bandit""","Offroad","AMHS I","Dirt",2
"1209","KRS 58 ""Bandit""","Offroad","AMHS I","Mud",2.4
"1210","Royal BM17","Offroad","UHD I","Asphalt",3
"1211","Royal BM17","Offroad","UHD I","Dirt",1
"1212","Royal BM17","Offroad","UHD I","Mud",0.4
"1213","Royal BM17","Offroad","UHD II","Asphalt",3
"1214","Royal BM17","Offroad","UHD II","Dirt",1.2
"1215","Royal BM17","Offroad","UHD II","Mud",0.2
"1216","Royal BM17","Offroad","UHD III","Asphalt",3.2
"1217","Royal BM17","Offroad","UHD III","Dirt",1
"1218","Royal BM17","Offroad","UHD III","Mud",0.2
"1219","Royal BM17","Offroad","UAD I","Asphalt",1.9
"1220","Royal BM17","Offroad","UAD I","Dirt",1.5
"1221","Royal BM17","Offroad","UAD I","Mud",1
"1222","Royal BM17","Offroad","UAD II","Asphalt",1.5
"1223","Royal BM17","Offroad","UAD II","Dirt",1.5
"1224","Royal BM17","Offroad","UAD II","Mud",1.2
"1225","Royal BM17","Offroad","UAD III","Asphalt",1.5
"1226","Royal BM17","Offroad","UAD III","Dirt",1.7
"1227","Royal BM17","Offroad","UAD III","Mud",1
"1228","Royal BM17","Offroad","UAD III Chains","Asphalt",1.2
"1229","Royal BM17","Offroad","UAD III Chains","Dirt",3
"1230","Royal BM17","Offroad","UAD III Chains","Mud",1.3
"1231","Royal BM17","Offroad","UOD I","Asphalt",1
"1232","Royal BM17","Offroad","UOD I","Dirt",3
"1233","Royal BM17","Offroad","UOD I","Mud",1.5
"1234","Royal BM17","Offroad","UOD II","Asphalt",0.8
"1235","Royal BM17","Offroad","UOD II","Dirt",3
"1236","Royal BM17","Offroad","UOD II","Mud",1.9
"1237","Royal BM17","Offroad","UOD III","Asphalt",0.8
"1238","Royal BM17","Offroad","UOD III","Dirt",3.2
"1239","Royal BM17","Offroad","UOD III","Mud",1.5
"1240","Step 310E","Offroad","UHD I","Asphalt",3
"1241","Step 310E","Offroad","UHD I","Dirt",1
"1242","Step 310E","Offroad","UHD I","Mud",0.4
"1243","Step 310E","Offroad","UHD II","Asphalt",3
"1244","Step 310E","Offroad","UHD II","Dirt",1.2
"1245","Step 310E","Offroad","UHD II","Mud",0.2
"1246","Step 310E","Offroad","UHD III","Asphalt",3.2
"1247","Step 310E","Offroad","UHD III","Dirt",1
"1248","Step 310E","Offroad","UHD III","Mud",0.2
"1249","Step 310E","Offroad","UAD I","Asphalt",1.9
"1250","Step 310E","Offroad","UAD I","Dirt",1.5
"1251","Step 310E","Offroad","UAD I","Mud",1
"1252","Step 310E","Offroad","UAD II","Asphalt",1.5
"1253","Step 310E","Offroad","UAD II","Dirt",1.5
"1254","Step 310E","Offroad","UAD II","Mud",1.2
"1255","Step 310E","Offroad","UAD III","Asphalt",1.5
"1256","Step 310E","Offroad","UAD III","Dirt",1.7
"1257","Step 310E","Offroad","UAD III","Mud",1
"1258","Step 310E","Offroad","UAD III Chains","Asphalt",1.2
"1259","Step 310E","Offroad","UAD III Chains","Dirt",3
"1260","Step 310E","Offroad","UAD III Chains","Mud",1.3
"1261","Step 310E","Offroad","UOD I","Asphalt",1
"1262","Step 310E","Offroad","UOD I","Dirt",3
"1263","Step 310E","Offroad","UOD I","Mud",1.5
"1264","Step 310E","Offroad","UOD II","Asphalt",0.8
"1265","Step 310E","Offroad","UOD II","Dirt",3
"1266","Step 310E","Offroad","UOD II","Mud",1.9
"1267","Step 310E","Offroad","UOD III","Asphalt",0.8
"1268","Step 310E","Offroad","UOD III","Dirt",3.2
"1269","Step 310E","Offroad","UOD III","Mud",1.5
"1270","Step 33-64 ""Crocodile""","Offroad","UHD I","Asphalt",3
"1271","Step 33-64 ""Crocodile""","Offroad","UHD I","Dirt",1
"1272","Step 33-64 ""Crocodile""","Offroad","UHD I","Mud",0.4
"1273","Step 33-64 ""Crocodile""","Offroad","UHD II","Asphalt",3
"1274","Step 33-64 ""Crocodile""","Offroad","UHD II","Dirt",1.2
"1275","Step 33-64 ""Crocodile""","Offroad","UHD II","Mud",0.2
"1276","Step 33-64 ""Crocodile""","Offroad","UHD III","Asphalt",3.2
"1277","Step 33-64 ""Crocodile""","Offroad","UHD III","Dirt",1
"1278","Step 33-64 ""Crocodile""","Offroad","UHD III","Mud",0.2
